,ID,var_2,var_276,var_325,var_278,var_275,var_280,var_327,var_63,var_369,var_1,var_279,var_340,var_339,var_165,var_177,var_172,var_168,var_114,var_47,var_105,var_194,Target,var_2_normalizada
73,273,37,0,12,0,0,9,30,1,117310.979016494,2,0,0.0,0.0,61.5,0.0,159000.0,0.0,0,0,3,3,0,0.32989690721649484
74,285,31,0,6,12,6,3,9,1,56467.44,2,3,0.0,0.0,799.83,0.0,0.0,0.0,0,0,0,99,0,0.26804123711340205
75,289,23,0,12,3,0,3,12,1,117310.979016494,2,0,0.0,0.0,90.0,0.0,0.0,0.0,0,0,0,3,0,0.18556701030927836
76,292,38,0,0,0,0,0,0,1,58084.53,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,99,0,0.3402061855670103
77,294,55,0,0,3,0,0,6,1,117310.979016494,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,99,0,0.5154639175257731
78,296,60,0,12,6,6,9,27,1,239396.13,2,0,0.0,0.0,0.0,0.0,75750.0,0.0,0,0,3,2,0,0.5670103092783505
79,306,62,0,6,0,0,0,6,1,109595.55,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,99,1,0.5876288659793815
80,307,27,3,6,3,0,6,21,1,117310.979016494,2,0,0.0,0.0,3015.0,0.0,0.0,0.0,0,0,0,99,0,0.2268041237113402
81,314,52,6,0,6,0,15,45,1,81591.75,2,0,0.0,0.0,45006.0,0.0,0.0,0.0,0,0,0,2,0,0.4845360824742268
82,316,24,0,3,0,0,9,30,1,117310.979016494,2,0,0.0,0.0,1143.27,0.0,0.0,0.0,0,0,0,1,0,0.1958762886597938
83,319,29,0,0,0,0,0,0,1,36969.45,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,99,0,0.24742268041237114
84,320,23,0,3,0,0,0,3,1,48426.3,2,0,0.0,0.0,30.0,0.0,0.0,0.0,0,0,0,3,0,0.18556701030927836
85,322,23,0,0,0,0,0,0,1,95712.93,2,0,0.0,0.0,0.3,0.0,0.0,0.0,0,0,0,3,0,0.18556701030927836
86,324,32,0,0,9,9,18,54,1,54689.01,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2,0,0.27835051546391754
87,340,24,0,0,0,0,0,0,1,95251.92,2,0,0.0,0.0,3.0,0.0,0.0,0.0,0,0,0,3,1,0.1958762886597938
88,344,23,0,0,0,0,0,0,1,203424.36,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,99,0,0.18556701030927836
89,347,23,0,0,0,0,0,0,1,117310.979016494,2,0,0.0,0.0,90.0,0.0,0.0,0.0,0,0,0,99,0,0.18556701030927836
90,354,25,0,9,0,0,3,9,1,172933.98,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,99,0,0.20618556701030927
91,362,24,0,0,0,0,0,0,1,84466.38,2,0,0.0,0.0,3.0,0.0,0.0,0.0,0,0,0,3,0,0.1958762886597938
92,369,23,0,0,0,0,0,0,1,117310.979016494,2,0,0.0,0.0,3.0,0.0,0.0,0.0,0,0,0,3,0,0.18556701030927836
93,373,30,0,0,0,0,0,3,1,183841.44,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,99,0,0.25773195876288657
94,374,31,0,0,0,0,0,0,1,57358.74,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,99,0,0.26804123711340205
95,375,26,0,0,0,0,0,0,1,117310.979016494,2,0,0.0,0.0,153.0,0.0,0.0,0.0,0,0,0,2,0,0.21649484536082475
96,387,23,0,0,0,0,0,0,1,117310.979016494,2,0,0.0,0.0,3.0,0.0,0.0,0.0,0,0,0,99,0,0.18556701030927836
97,388,23,0,0,0,0,0,0,1,22237.38,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,99,0,0.18556701030927836
98,390,23,0,0,0,0,0,0,1,112511.97,2,0,0.0,0.0,3.0,0.0,0.0,0.0,0,0,0,3,0,0.18556701030927836
99,402,23,0,0,3,3,0,6,1,347962.41,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,99,0,0.18556701030927836
100,404,23,0,0,0,0,0,0,1,38308.23,2,0,0.0,0.0,3.0,0.0,0.0,0.0,0,0,0,99,0,0.18556701030927836
101,415,88,0,15,0,0,3,15,1,141187.53,2,0,90461.91,131533.83,0.0,131697.09,0.0,131697.09,3,0,0,1,0,0.8556701030927835
102,416,24,0,3,0,0,0,3,1,59316.45,2,0,0.0,0.0,3.0,0.0,0.0,0.0,0,0,0,3,0,0.1958762886597938
103,417,45,6,42,6,0,18,60,1,63203.34,4,0,131499.42,164526.48,0.0,165851.34,0.0,165851.34,3,0,0,1,0,0.41237113402061853
104,420,39,0,0,0,0,0,0,1,117310.979016494,2,0,0.0,0.0,3.0,0.0,0.0,0.0,0,0,0,3,0,0.35051546391752575
105,426,36,0,0,0,0,0,6,1,96494.16,2,0,0.0,0.0,90.0,0.0,0.0,0.0,0,0,0,99,0,0.31958762886597936
106,428,23,0,0,0,0,0,0,1,412668.78,2,0,0.0,0.0,3.0,0.0,0.0,0.0,0,0,0,99,0,0.18556701030927836
107,429,30,0,15,0,0,12,39,1,116531.64,10,0,0.0,0.0,137.22,0.0,0.0,0.0,0,0,0,2,0,0.25773195876288657
108,432,23,0,0,0,0,0,0,1,182846.85,2,0,0.0,0.0,30.0,0.0,0.0,0.0,0,0,0,3,0,0.18556701030927836
109,433,53,3,6,9,6,9,27,1,78252.81,2,3,0.0,0.0,141000.0,0.0,450000.0,0.0,0,0,3,2,0,0.4948453608247423
110,436,23,0,0,0,0,0,3,1,117310.979016494,2,0,0.0,0.0,90.0,0.0,0.0,0.0,0,0,0,3,0,0.18556701030927836
111,440,33,0,0,0,0,0,0,1,117310.979016494,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,99,0,0.28865979381443296
112,445,23,0,0,0,0,0,0,1,117310.979016494,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,99,0,0.18556701030927836
113,448,24,0,0,0,0,0,0,1,107570.16,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,99,0,0.1958762886597938
114,453,25,0,0,0,0,0,0,1,22763.58,2,0,0.0,0.0,3.0,0.0,0.0,0.0,0,0,0,3,0,0.20618556701030927
115,460,23,0,0,0,0,0,0,1,39815.55,2,0,0.0,0.0,60.0,0.0,0.0,0.0,0,0,0,99,0,0.18556701030927836
116,461,38,0,0,0,0,0,0,1,48861.0,2,0,0.0,0.0,3.0,0.0,0.0,0.0,0,0,0,3,0,0.3402061855670103
117,471,23,0,0,0,0,0,0,1,54443.31,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,99,0,0.18556701030927836
118,474,60,9,15,9,0,12,42,1,80056.14,2,3,0.0,0.0,18.57,0.0,0.0,0.0,0,0,0,2,0,0.5670103092783505
119,477,28,0,0,0,0,0,0,1,117310.979016494,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,99,0,0.23711340206185566
120,485,25,0,0,0,0,0,0,1,65166.39,2,0,0.0,0.0,3.0,0.0,0.0,0.0,0,0,0,99,0,0.20618556701030927
121,490,24,0,0,0,0,0,0,1,61771.95,2,0,0.0,0.0,120.0,0.0,0.0,0.0,0,0,0,99,0,0.1958762886597938
122,492,33,9,24,9,0,12,39,1,117310.979016494,2,3,0.0,0.0,0.0,0.0,93000.0,0.0,0,0,3,3,0,0.28865979381443296
123,502,36,12,12,18,6,12,36,1,115657.23,2,6,0.0,0.0,600.54,0.0,0.0,0.0,0,0,0,1,0,0.31958762886597936
124,515,24,0,0,0,0,0,0,1,50527.26,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,99,0,0.1958762886597938
125,527,31,3,24,3,0,30,93,1,87471.24,2,0,0.0,0.0,1514.01,0.0,0.0,0.0,0,0,0,1,0,0.26804123711340205
126,535,37,0,6,0,0,6,18,1,156278.34,2,0,0.0,0.0,5070.0,0.0,0.0,0.0,0,0,0,2,0,0.32989690721649484
127,538,52,0,0,0,0,0,0,1,117310.979016494,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,99,0,0.4845360824742268
128,547,22,0,0,0,0,0,0,1,88460.91,2,0,0.0,0.0,90.0,0.0,0.0,0.0,0,0,0,99,0,0.17525773195876287
129,549,30,0,0,0,0,0,0,1,157787.19,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,99,1,0.25773195876288657
130,550,55,0,0,0,0,0,0,1,117310.979016494,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,99,0,0.5154639175257731
131,551,38,0,0,0,0,0,0,1,62581.86,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,99,0,0.3402061855670103
132,553,27,0,0,0,0,0,0,1,119530.92,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,99,0,0.2268041237113402
133,555,43,0,0,0,0,0,0,1,117310.979016494,2,0,0.0,0.0,210.0,0.0,0.0,0.0,0,0,0,2,0,0.3917525773195876
134,558,23,0,0,0,0,0,0,1,71858.94,2,0,0.0,0.0,3.0,0.0,0.0,0.0,0,0,0,3,0,0.18556701030927836
135,566,51,0,0,9,9,0,6,1,87288.69,2,3,0.0,0.0,37171.32,0.0,0.0,0.0,0,0,0,1,0,0.4742268041237113
136,576,25,0,3,0,0,0,3,1,117310.979016494,2,0,0.0,0.0,3.0,0.0,0.0,0.0,0,0,0,3,0,0.20618556701030927
137,577,32,0,0,6,6,3,9,1,155866.5,2,0,0.0,0.0,0.0,0.0,30000.0,0.0,0,0,3,2,0,0.27835051546391754
138,581,23,0,0,3,3,0,0,1,117310.979016494,2,0,0.0,0.0,30.0,0.0,0.0,0.0,0,0,0,99,0,0.18556701030927836
139,583,86,0,0,3,3,0,0,1,117716.88,2,0,0.0,0.0,3.0,0.0,75000.0,0.0,0,0,3,2,0,0.8350515463917526
140,587,25,0,0,0,0,0,0,1,55279.29,2,0,0.0,0.0,3.0,0.0,0.0,0.0,0,0,0,3,0,0.20618556701030927
141,588,63,0,0,0,0,0,0,1,273655.38,2,0,0.0,0.0,15.0,0.0,0.0,0.0,0,0,0,99,0,0.5979381443298969
142,591,59,0,18,0,0,6,21,1,51297.51,2,0,0.0,0.0,0.0,0.0,75000.0,0.0,0,0,3,3,0,0.5567010309278351
143,596,44,9,24,15,3,12,42,1,72815.4,2,3,0.0,0.0,117.78,0.0,300000.0,0.0,0,0,3,2,0,0.4020618556701031
144,611,52,3,0,6,3,0,6,1,114905.67,2,0,0.0,0.0,1134.39,0.0,0.0,0.0,0,0,0,2,0,0.4845360824742268
145,622,23,0,0,0,0,0,6,1,37727.49,2,0,0.0,0.0,90.0,0.0,0.0,0.0,0,0,0,3,0,0.18556701030927836
146,623,24,0,0,0,0,3,9,1,108908.34,2,0,0.0,0.0,90.0,0.0,0.0,0.0,0,0,0,3,0,0.1958762886597938
147,626,28,0,0,3,3,3,9,1,63611.34,2,0,0.0,0.0,30.9,0.0,0.0,0.0,0,0,0,3,0,0.23711340206185566
148,631,36,0,0,15,6,3,12,1,42264.45,2,3,0.0,0.0,1.2,0.0,0.0,0.0,0,0,0,1,1,0.31958762886597936
149,633,27,0,0,0,0,0,0,1,328239.84,2,0,0.0,0.0,3.0,0.0,0.0,0.0,0,0,0,3,0,0.2268041237113402
150,636,30,0,0,0,0,0,0,1,53549.49,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,99,0,0.25773195876288657
151,639,29,0,21,0,0,6,21,1,233512.68,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,99,0,0.24742268041237114
152,640,23,0,0,0,0,0,0,1,85286.28,2,0,0.0,0.0,105.0,0.0,0.0,0.0,0,0,0,3,0,0.18556701030927836
153,641,25,0,0,0,0,12,39,1,141630.39,2,0,0.0,0.0,2.13,0.0,0.0,0.0,0,0,0,1,0,0.20618556701030927
154,648,23,0,0,0,0,0,0,1,83551.41,2,0,0.0,0.0,3.0,0.0,0.0,0.0,0,0,0,3,0,0.18556701030927836
155,650,24,0,0,0,0,0,0,1,232500.45,2,0,0.0,0.0,3.0,0.0,0.0,0.0,0,0,0,99,0,0.1958762886597938
156,651,37,6,3,6,0,6,18,1,128121.45,2,0,0.0,0.0,25.5,0.0,0.0,0.0,0,0,0,1,0,0.32989690721649484
157,653,38,0,0,0,0,0,0,1,57485.28,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,99,1,0.3402061855670103
158,654,25,0,0,12,6,0,0,1,117310.979016494,2,3,0.0,0.0,15.0,0.0,0.0,0.0,0,0,0,99,0,0.20618556701030927
159,656,33,0,3,15,12,12,39,1,90380.61,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0.28865979381443296
160,657,73,0,3,0,0,0,3,1,127201.86,2,0,0.0,0.0,30.0,0.0,0.0,0.0,0,0,0,3,0,0.7010309278350515
161,659,23,3,6,3,0,0,6,1,69193.17,2,0,0.0,0.0,30.0,0.0,0.0,0.0,0,0,0,3,0,0.18556701030927836
162,661,29,0,0,0,0,0,0,1,124590.3,2,0,0.0,0.0,3.0,0.0,0.0,0.0,0,0,0,3,0,0.24742268041237114
163,662,35,3,12,3,0,3,12,1,120032.46,2,0,0.0,0.0,60.42,0.0,0.0,0.0,0,0,0,3,0,0.30927835051546393
164,663,37,0,0,3,0,0,6,1,97978.05,2,0,0.0,0.0,750.0,0.0,0.0,0.0,0,0,0,2,0,0.32989690721649484
165,681,25,0,0,0,0,0,0,1,117310.979016494,2,0,0.0,0.0,3.0,0.0,0.0,0.0,0,0,0,3,0,0.20618556701030927
166,686,28,0,0,0,0,0,0,1,100253.37,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,99,0,0.23711340206185566
167,690,35,0,0,0,0,0,0,1,117310.979016494,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,99,0,0.30927835051546393
168,701,30,0,0,0,0,0,0,1,70882.5,2,0,0.0,0.0,3.0,0.0,0.0,0.0,0,0,0,99,0,0.25773195876288657
169,706,45,0,0,6,6,3,12,1,80073.87,2,0,13940.13,24009.27,60.0,24014.4,0.0,24014.4,3,0,0,1,0,0.41237113402061853
170,708,22,0,0,0,0,0,0,1,64866.96,2,0,0.0,0.0,90.0,0.0,0.0,0.0,0,0,0,99,0,0.17525773195876287
171,710,25,0,27,3,3,15,51,1,54887.1,2,0,0.0,0.0,74.01,0.0,0.0,0.0,0,0,0,1,0,0.20618556701030927
172,714,26,0,0,0,0,0,0,1,86363.31,2,0,0.0,0.0,3.0,0.0,0.0,0.0,0,0,0,3,0,0.21649484536082475
173,715,24,3,0,3,0,0,0,1,117797.64,2,0,0.0,0.0,3.0,0.0,0.0,0.0,0,0,0,3,0,0.1958762886597938
174,717,24,0,0,0,0,0,0,1,67047.6,2,0,0.0,0.0,30.0,0.0,0.0,0.0,0,0,0,99,0,0.1958762886597938
175,718,23,0,0,6,6,0,0,1,75485.82,2,0,0.0,0.0,90.0,0.0,0.0,0.0,0,0,0,3,0,0.18556701030927836
176,720,38,18,9,24,6,3,12,1,36178.68,2,6,11190.87,16522.62,4500.0,16543.17,0.0,16543.17,3,0,0,1,0,0.3402061855670103
177,730,23,0,0,0,0,0,0,1,117310.979016494,2,0,0.0,0.0,15.0,0.0,0.0,0.0,0,0,0,3,0,0.18556701030927836
178,735,23,0,0,0,0,0,0,1,117310.979016494,2,0,0.0,0.0,3.0,0.0,0.0,0.0,0,0,0,99,0,0.18556701030927836
179,737,25,0,0,0,0,0,0,1,268504.08,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,99,0,0.20618556701030927
180,738,23,0,3,0,0,9,27,1,89761.29,2,0,0.0,0.0,3.12,0.0,0.0,0.0,0,0,0,1,0,0.18556701030927836
181,748,48,9,12,15,6,3,15,1,92912.4,2,3,0.0,0.0,30.0,0.0,195000.0,0.0,0,0,3,3,0,0.44329896907216493
182,754,43,3,3,27,24,0,3,1,94641.24,2,9,0.0,0.0,0.0,0.0,169500.0,0.0,0,0,3,2,0,0.3917525773195876
183,761,29,6,9,6,0,15,51,1,324294.3,2,0,0.0,0.0,48.36,0.0,0.0,0.0,0,0,0,99,0,0.24742268041237114
184,767,41,0,3,0,0,6,24,1,124095.3,2,0,0.0,0.0,2760.0,0.0,0.0,0.0,0,0,0,1,0,0.3711340206185567
185,768,39,3,48,3,0,24,72,1,117310.979016494,2,0,196409.25,249479.31,0.0,249600.66,0.0,249600.66,3,0,0,2,0,0.35051546391752575
186,775,46,12,33,18,0,21,69,1,544584.84,2,6,84574.68,102597.6,600.0,100602.21,0.0,100602.21,3,0,0,1,0,0.422680412371134
187,782,29,0,0,0,0,0,0,1,29016.0,2,0,0.0,0.0,3.0,0.0,0.0,0.0,0,0,0,3,0,0.24742268041237114
188,783,31,0,12,0,0,15,48,1,80969.94,2,0,0.0,0.0,1672.53,0.0,0.0,0.0,0,0,0,1,0,0.26804123711340205
